***********前后二字交换：***********
一丘一壑, 一壑一丘
口诛笔伐, 笔伐口诛, 笔诛口伐
大庭广众, 广众大庭, 广庭大众
茶余酒后, 酒余茶后, 酒后茶余
佛口蛇心, 佛心蛇口, 蛇心佛口
神使鬼差, 神差鬼使, 鬼使神差
命俦啸侣, 命啸俦侣, 啸侣命俦
燕侣莺俦, 燕俦莺侣, 莺俦燕侣
侯王将相, 将相侯王, 王侯将相
俎樽折冲, 折冲樽俎, 樽俎折冲
保泰持盈, 保盈持泰, 持盈保泰
信赏必罚, 赏信必罚, 赏信罚必
倒行逆施, 逆施倒行, 逆行倒施
梦魂颠倒, 颠倒梦魂, 魂颠梦倒
倒海翻江, 江翻海倒, 翻江倒海
白黑颠倒, 颠倒白黑, 颠倒黑白
救偏补弊, 补偏救弊, 补弊救偏
鸾停鹄峙, 鸾鹄停峙, 鹄峙鸾停
雨僝风僽, 雨僽风僝, 风僝雨僽
充栋汗牛, 栋充牛汗, 汗牛充栋
山光水色, 水光山色, 水色山光
光风霁月, 霁月光风, 风光月霁
出浅入深, 浅出深入, 深入浅出
兰质蕙心, 蕙心兰质, 蕙质兰心
国富兵强, 富国强兵, 强兵富国
调兵遣将, 遣兵调将, 遣将调兵
养威蓄锐, 养锐蓄威, 蓄锐养威
遵养时晦, 遵养晦时, 遵时养晦
养精蓄锐, 蓄精养锐, 蓄锐养精
内柔外刚, 外刚内柔, 外柔内刚
横冲直撞, 直冲横撞, 直撞横冲
定省凊温, 定省温凊, 温凊定省
凤只鸾孤, 凤孤鸾只, 鸾孤凤只
凤鸣朝阳, 朝阳鸣凤, 鸣凤朝阳
炮凤烹龙, 炮龙烹凤, 烹龙炮凤
炰凤烹龙, 炰龙烹凤, 烹龙炰凤
烹龙砲凤, 砲凤烹龙, 砲龙烹凤
笞凤鞭鸾, 鞭笞鸾凤, 鞭鸾笞凤
单鹄寡凫, 寡凫单鹄, 寡鹄单凫
断凫续鹤, 断鹤续凫, 续凫断鹤
凫短鹤长, 鹤短凫长, 鹤长凫短
凶多吉少, 吉少凶多, 多凶少吉
极恶穷凶, 穷凶极恶, 穷极凶恶
叠见层出, 层出叠见, 层见叠出
出群拔萃, 拔群出萃, 拔萃出群
刀山剑树, 刀树剑山, 剑树刀山
守分安常, 安分守常, 安常守分
分甘绝少, 绝少分甘, 绝甘分少
条分缕析, 析缕分条, 缕析条分
分钗破镜, 破镜分钗, 镜破钗分
方刚血气, 气血方刚, 血气方刚
利缰名锁, 利锁名缰, 名缰利锁
死别生离, 生别死离, 生离死别
刻骨铭心, 铭刻心骨, 铭心刻骨
刻镂心骨, 刻骨镂心, 镂心刻骨
篆刻虫雕, 雕虫刻篆, 雕虫篆刻
刿心怵目, 刿目怵心, 怵心刿目
刿心鉥目, 刿目鉥心, 鉥心刿目
前跋后疐, 疐后跋前, 跋前疐后
唇枪舌剑, 舌剑唇枪, 舌枪唇剑
劳力费心, 费力劳心, 费心劳力
力均势敌, 力敌势均, 势均力敌
协力同心, 协心同力, 同心协力
力殚财竭, 殚财竭力, 财殚力竭
歌功颂德, 歌颂功德, 颂德歌功
功成行满, 行成功满, 行满功成
加叶添枝, 加枝添叶, 添枝加叶
加油添醋, 添油加醋, 添醋加油
动心惊魄, 动魄惊心, 惊心动魄
北去南来, 南去北来, 南来北去
北辕南辙, 北辙南辕, 南辕北辙
千孔百疮, 千疮百孔, 百孔千疮
卖官鬻爵, 卖爵鬻官, 鬻官卖爵
博识多闻, 博闻多识, 多闻博识
博带褒衣, 衣褒带博, 褒衣博带
未卜生死, 死生未卜, 生死未卜
扶危济困, 扶困济危, 济困扶危
扶危拯溺, 拯危扶溺, 拯溺扶危
扶危持颠, 扶颠持危, 持危扶颠
历落嵚崎, 崎嵚历落, 嵚崎历落
发奋蹈厉, 奋发蹈厉, 蹈厉奋发
厚禄高官, 官高禄厚, 高官厚禄
暮去朝来, 暮来朝去, 朝来暮去
玉友金昆, 玉昆金友, 金友玉昆
达权通变, 通变达权, 通权达变
陵谷变迁, 陵谷迁变, 陵迁谷变
叠矩重规, 规重矩叠, 重规叠矩
口快心直, 口直心快, 心直口快
絺句绘章, 絺章绘句, 絺绘章句
名垂青史, 垂名青史, 青史垂名
玉叶金枝, 玉枝金叶, 金枝玉叶
短叹长吁, 短吁长叹, 长吁短叹
吁地呼天, 吁天呼地, 呼天吁地
外合里应, 里合外应, 里应外合
埋名隐姓, 隐名埋姓, 隐姓埋名
改姓更名, 更名改姓, 更姓改名
名闻遐迩, 遐迩闻名, 闻名遐迩
吟弄风月, 吟风弄月, 弄月吟风
周情孔思, 孔思周情, 孔情周思
唇焦舌干, 焦唇干舌, 舌干唇焦
摇唇鼓舌, 鼓唇摇舌, 鼓舌摇唇
唇焦舌敝, 焦唇敝舌, 舌敝唇焦
嘲弄风月, 嘲风弄月, 弄月嘲风
大地回春, 大地春回, 春回大地
回心转意, 心回意转, 意转心回
回肠荡气, 肠回气荡, 荡气回肠
国困民穷, 民困国穷, 民穷国困
根深固本, 根深本固, 深根固本
根深固蒂, 根深蒂固, 深根固蒂
国富民安, 安国富民, 富国安民
国安民泰, 国泰民安, 民安国泰
天昏地黑, 昏天黑地, 黑地昏天
地灭天诛, 天地诛灭, 天诛地灭
天知地知, 知地知天, 知天知地
地老天荒, 天老地荒, 天荒地老
跼天蹐地, 蹐地跼天, 蹐天跼地
积苏累块, 累块积苏, 累苏积块
沟深垒高, 深沟高垒, 高垒深沟
垢面蓬头, 蓬头垢面, 面垢头蓬
断垣残壁, 断壁残垣, 残垣断壁
堕珥遗簪, 遗珥堕簪, 遗簪堕珥
铁壁铜墙, 铜墙铁壁, 铜壁铁墙
寻行数墨, 数墨寻行, 行数墨寻
壶浆箪食, 箪食壶浆, 食箪浆壶
山重水复, 水复山重, 重山复水
夜月花朝, 月夜花朝, 花朝月夜
大笔如椽, 如椽大笔, 笔大如椽
大海沉石, 大海石沉, 石沉大海
抱恨终天, 抱终天恨, 终天抱恨
指天誓日, 誓天指日, 誓日指天
天涯海角, 海涯天角, 海角天涯
违天逆理, 逆天违理, 逆理违天
夫荣妻贵, 夫贵妻荣, 妻荣夫贵
头昏目眩, 头眩目昏, 目眩头昏
头焦额烂, 烂额焦头, 焦头烂额
妻梅子鹤, 梅妻鹤子, 鹤子梅妻
扬威耀武, 扬武耀威, 耀武扬威
娇藏金屋, 藏娇金屋, 金屋藏娇
娱心悦目, 悦心娱目, 悦目娱心
贼臣逆子, 逆子贼臣, 逆臣贼子
孤寡鳏独, 孤独鳏寡, 鳏寡孤独
学浅才疏, 学疏才浅, 才疏学浅
泛宅浮家, 泛家浮宅, 浮家泛宅
定省晨昏, 昏定晨省, 晨昏定省
气定神闲, 神气闲定, 神闲气定
筑室谋道, 筑室道谋, 道谋筑室
河海清宴, 河清海宴, 海宴河清
宵衣旰食, 旰食宵衣, 衣宵食旰
密锣紧鼓, 紧锣密鼓, 紧鼓密锣
密缕细针, 密针细缕, 细针密缕
岛瘦郊寒, 郊寒岛瘦, 郊岛寒瘦
废寝忘食, 废食忘寝, 忘寝废食
尺枉寻直, 枉寻直尺, 枉尺直寻
延寿益年, 延年益寿, 益寿延年
纡尊降贵, 降尊纡贵, 降贵纡尊
山穷水尽, 水尽山穷, 水穷山尽
尽节竭诚, 尽诚竭节, 竭诚尽节
狗尾续貂, 狗尾貂续, 狗续貂尾
屋梁落月, 月落屋梁, 落月屋梁
海屋添筹, 海屋筹添, 筹添海屋
模山范水, 模范山水, 范水模山
山河表里, 表里山河, 表里河山
阳错阴差, 阴差阳错, 阴错阳差
扬己露才, 露己扬才, 露才扬己
柳巷花街, 柳街花巷, 花街柳巷
布德施恩, 布恩施德, 施恩布德
帝虎鲁鱼, 鱼鲁帝虎, 鲁鱼帝虎
帮懒钻闲, 帮闲钻懒, 钻懒帮闲
并驱齐驾, 并驾齐驱, 齐驱并驾
扶老携幼, 携幼扶老, 携老扶幼
微显阐幽, 显微阐幽, 阐幽显微
广思集益, 广益集思, 集思广益
开眉笑眼, 眉开眼笑, 眉笑眼开
日异月新, 日新月异, 月异日新
弄眉挤眼, 弄眼挤眉, 挤眉弄眼
弄粉调脂, 弄脂调粉, 调脂弄粉
引狼拒虎, 引虎拒狼, 拒虎引狼
急管繁弦, 管急弦繁, 繁弦急管
形槁心灰, 槁形灰心, 灰心槁形
殊形诡状, 诡形殊状, 诡状殊形
鸟面鹄形, 鹄形鸟面, 鹄面鸟形
面鹄形鸠, 鸠形鹄面, 鹄面鸠形
捉影捕风, 捉风捕影, 捕风捉影
捕影系风, 捕风系影, 系风捕影
攘往熙来, 攘来熙往, 熙来攘往
暴征横敛, 暴敛横征, 横征暴敛
志满气得, 气得志满, 气满志得
忠心赤胆, 赤心忠胆, 赤胆忠心
心灵性慧, 慧心灵性, 灵心慧性
心惊胆战, 胆惊心战, 胆战心惊
心惊胆颤, 胆惊心颤, 胆颤心惊
心慵意懒, 意慵心懒, 意懒心慵
正心诚意, 诚心正意, 诚意正心
心狠手辣, 心辣手狠, 狠心辣手
心浮气粗, 心粗气浮, 粗心浮气
股肱心腹, 股肱腹心, 腹心股肱
志满气骄, 气满志骄, 气骄志满
忘生舍死, 舍死忘生, 舍生忘死
怕硬欺软, 欺硬怕软, 欺软怕硬
怜香惜玉, 惜玉怜香, 惜香怜玉
急风骤雨, 风急雨骤, 骤风急雨
新愁旧恨, 旧恨新愁, 旧愁新恨
恶稔祸盈, 祸盈恶稔, 祸稔恶盈
恶稔贯盈, 稔恶盈贯, 贯盈恶稔
惹花拈草, 惹草拈花, 拈花惹草
惹灾招祸, 惹祸招灾, 招灾惹祸
扬清激浊, 激扬清浊, 激浊扬清
批月抹风, 批风抹月, 抹月批风
折鼎覆餗, 鼎折覆餗, 鼎折餗覆
折鼎覆餸, 鼎折覆餸, 鼎折餸覆
披肝露胆, 披露肝胆, 露胆披肝
拉朽摧枯, 摧朽拉枯, 摧枯拉朽
拯溺救焚, 拯焚救溺, 救焚拯溺
擦拳磨掌, 擦掌磨拳, 磨拳擦掌
挈领提纲, 提纲挈领, 纲提领挈
换骨脱胎, 脱胎换骨, 脱骨换胎
电掣风驰, 风驰电掣, 驰风掣电
摩肩接踵, 肩摩踵接, 踵接肩摩
接木移花, 移花接木, 花移木接
掩过饰非, 掩非饰过, 饰非掩过
搅海翻江, 江翻海搅, 翻江搅海
摇脣鼓舌, 鼓脣摇舌, 鼓舌摇脣
魂消魄散, 魄散魂消, 魄消魂散
步斗踏罡, 步罡踏斗, 踏罡步斗
旅进旅退, 进旅退旅, 退旅进旅
日暮穷途, 日暮途穷, 途穷日暮
日积月累, 日累月积, 积日累月
知易行难, 知难行易, 行易知难
是非混淆, 淆混是非, 混淆是非
暴风疾雨, 疾雨暴风, 疾风暴雨
暴风骤雨, 骤雨暴风, 骤风暴雨
舍本逐末, 逐末舍本, 逐本舍末
末路穷途, 末路途穷, 穷途末路
杏脸桃腮, 杏腮桃脸, 桃腮杏脸
柳绿桃红, 桃红柳绿, 红桃绿柳
柳骨颜筋, 颜筋柳骨, 颜骨柳筋
画栋雕梁, 画梁雕栋, 雕梁画栋
根盘节错, 盘根错节, 错节盘根
桂薪珠米, 米珠薪桂, 薪桂米珠
生死醉梦, 醉死梦生, 醉生梦死
横灾飞祸, 横祸飞灾, 飞灾横祸
鸭步鹅行, 鸭行鹅步, 鹅行鸭步
生死肉骨, 生死骨肉, 肉骨生死
民生涂炭, 涂炭生民, 生民涂炭
水流花落, 流水落花, 落花流水
水滴石穿, 滴水石穿, 滴水穿石
汗流浃背, 流汗浃背, 浃背汗流
潘江陆海, 潘陆江海, 陆海潘江
污言秽语, 秽言污语, 秽语污言
汲深绠短, 短绠汲深, 绠短汲深
沉鱼落雁, 落雁沉鱼, 鱼沉雁落
猿鹤沙虫, 猿鹤虫沙, 虫沙猿鹤
溯流穷源, 溯源穷流, 穷源溯流
流金铄石, 石铄金流, 铄石流金
管窥蠡测, 管蠡窥测, 蠡测管窥
浑金璞玉, 璞玉浑金, 璞金浑玉
浪迹浮踪, 浮踪浪迹, 浮迹浪踪
苏海韩潮, 韩海苏潮, 韩潮苏海
混淆黑白, 白黑混淆, 黑白混淆
深计远虑, 计深虑远, 远虑深计
烟蓑雨笠, 雨笠烟蓑, 雨蓑烟笠
雀牙鼠角, 雀角鼠牙, 鼠牙雀角
狂风骤雨, 风狂雨骤, 骤雨狂风
狗盗鼠窃, 鼠盗狗窃, 鼠窃狗盗
玉走金飞, 金飞玉走, 飞金走玉
用舍行藏, 用行舍藏, 行藏用舍
追风逐电, 逐电追风, 逐风追电
羊质虎皮, 虎皮羊质, 虎质羊皮
虎踞龙盘, 踞虎盘龙, 龙盘虎踞
眉舞色飞, 眉飞色舞, 色飞眉舞
规重矩迭, 迭矩重规, 重规迭矩
説短论长, 説长论短, 论长説短
论长说短, 说短论长, 说长论短
论短道长, 论长道短, 道长论短
话长说短, 说长话短, 长话短说
说短道长, 说长道短, 道长说短
磨穿砚铁, 磨穿铁砚, 铁砚磨穿
衣租食税, 衣食税租, 食租衣税
纸醉金迷, 迷金醉纸, 金迷纸醉
缩衣节食, 节衣缩食, 节食缩衣
肥马轻裘, 裘马轻肥, 轻裘肥马
花营锦阵, 锦营花阵, 锦阵花营
萍飘蓬转, 蓬转萍飘, 蓬飘萍转
虎踞龙蟠, 蟠龙踞虎, 龙蟠虎踞
雪虐风饕, 风饕雪虐, 饕风虐雪
雨顺风调, 风调雨顺, 风雨调顺
餐风饮露, 饮露餐风, 饮风餐露
东床坦腹, 东床腹坦, 坦腹东床, 腹坦东床
丰年稔岁, 岁丰年稔, 岁稔年丰, 年丰岁稔
旗靡辙乱, 辙乱旗靡, 靡旗乱辙, 靡旗辙乱
虎斗龙争, 龙争虎斗, 龙斗虎争, 龙虎争斗
云尤雨殢, 尤云殢雨, 殢云尤雨, 殢雨尤云
云朝雨暮, 暮云朝雨, 暮雨朝云, 朝云暮雨
云烟过眼, 烟云过眼, 过眼云烟, 过眼烟云
云翻雨覆, 翻云覆雨, 覆雨翻云, 雨覆云翻
今来古往, 古往今来, 古来今往, 往古来今
以夜继日, 以日继夜, 夜以继日, 日以继夜
以德报怨, 以怨报德, 德以报怨, 报怨以德
前仰后合, 前合后仰, 后仰前合, 后合前仰
俗易风移, 易俗移风, 移风易俗, 风移俗易
修文偃武, 偃武修文, 文修武偃, 武偃文修
倒凤颠鸾, 凤倒鸾颠, 颠鸾倒凤, 鸾颠凤倒
入死出生, 出入生死, 出死入生, 出生入死
出入神鬼, 出鬼入神, 神出鬼入, 鬼出神入
内安外攘, 外攘内安, 安内攘外, 攘外安内
冲冠发怒, 冲冠怒发, 发怒冲冠, 怒发冲冠
冰洁玉清, 冰清玉洁, 玉洁冰清, 玉清冰洁
净几明窗, 明窗净几, 明窗几净, 窗明几净
凤寡鸾孤, 孤鸾寡凤, 寡凤孤鸾, 鸾孤凤寡
凤附龙攀, 攀龙附凤, 附凤攀龙, 龙攀凤附
凤歌鸾舞, 凤舞鸾歌, 舞鸾歌凤, 鸾歌凤舞
凤翥鸾翔, 翔鸾翥凤, 翥凤翔鸾, 鸾翔凤翥
凤舞龙飞, 舞凤飞龙, 飞龙舞凤, 龙飞凤舞
击毂摩肩, 摩肩击毂, 毂击肩摩, 肩摩毂击
瓜分豆剖, 瓜剖豆分, 豆分瓜剖, 豆剖瓜分
吐刚茹柔, 柔茹刚吐, 茹柔刚吐, 茹柔吐刚
蜗利蝇名, 蜗名蝇利, 蝇利蜗名, 蝇名蜗利
剩山残水, 剩水残山, 残山剩水, 水剩山残
功名成就, 功就名成, 功成名就, 名成功就
只影孤形, 孤形只影, 形孤影只, 影只形孤
同志合道, 志同道合, 道合志同, 道同志合
合浦珠还, 合浦还珠, 珠还合浦, 还珠合浦
合璧连珠, 珠连璧合, 璧合珠连, 连珠合璧
沽名钓誉, 沽誉钓名, 钓名沽誉, 钓誉沽名
吐气扬眉, 扬眉吐气, 气吐眉扬, 眉扬气吐
吞声忍气, 声吞气忍, 忍气吞声, 气忍声吞
命面提耳, 耳提面命, 面命提耳, 面命耳提
日和风暖, 日暖风和, 暖日和风, 风和日暖
咏嘲风月, 咏月嘲风, 咏风嘲月, 嘲风咏月
夫唱妇随, 夫随妇唱, 妇唱夫随, 妇随夫唱
珠围翠绕, 珠绕翠围, 翠围珠绕, 翠绕珠围
地棘天荆, 天荆地棘, 棘地荆天, 荆天棘地
地覆天翻, 天翻地覆, 翻天覆地, 覆地翻天
纳垢藏污, 纳污藏垢, 藏垢纳污, 藏污纳垢
藏垢遮污, 藏污遮垢, 遮垢藏污, 遮污藏垢
气壮胆粗, 气粗胆壮, 胆壮气粗, 胆粗气壮
穴处野居, 穴居野处, 野处穴居, 野居穴处
浓妆淡抹, 浓抹淡妆, 淡妆浓抹, 淡抹浓妆
宫移羽换, 换羽移宫, 移宫换羽, 羽换宫移
宿雨餐风, 雨宿风餐, 风餐雨宿, 餐风宿雨
寒往暑来, 寒来暑往, 暑往寒来, 暑来寒往
对门当户, 当门对户, 户对门当, 门当户对
尘鱼甑釜, 甑尘釜鱼, 釜鱼甑尘, 鱼釜尘甑
山明水秀, 水明山秀, 水秀山明, 秀水明山
水绿山青, 绿水青山, 青山绿水, 青绿山水
栋折榱崩, 栋榱崩折, 榱崩栋折, 榱栋崩折
扇席温枕, 扇枕温席, 温席扇枕, 温枕扇席
平风静浪, 浪静风平, 风平浪静, 风静浪平
志得意满, 志满意得, 意得志满, 意满志得
心怡神旷, 心旷神怡, 旷心怡神, 神怡心旷
石心铁肠, 铁心石肠, 铁石心肠, 铁肠石心
惨绿愁红, 愁红惨绿, 红愁绿惨, 绿惨红愁
手胼足胝, 手足胼胝, 胼手胝足, 胼胝手足
披沥肝胆, 披肝沥胆, 沥胆披肝, 肝胆披沥
换斗移星, 斗换星移, 星移斗换, 移星换斗
文经武纬, 纬武经文, 经文纬武, 经武纬文
断简残编, 断编残简, 残编断简, 简断编残
明月清风, 月明风清, 清风明月, 风清月明
月朗风清, 朗月清风, 清风朗月, 风清月朗
朽木枯株, 朽株枯木, 枯木朽株, 枯株朽木
雁杳鱼沉, 鱼杳雁沉, 鱼沉雁杳, 鱼雁沉杳
枕流漱石, 枕石漱流, 漱流枕石, 漱石枕流
栉沐风雨, 栉风沐雨, 沐雨栉风, 风栉雨沐
歌莺舞燕, 燕舞莺歌, 舞燕歌莺, 莺歌燕舞
车水马龙, 车龙马水, 马水车龙, 马龙车水
沦浃肌髓, 沦肌浃髓, 浃沦肌髓, 浃髓沦肌
雪泥鸿爪, 雪爪鸿泥, 鸿泥雪爪, 鸿爪雪泥
涤瑕荡秽, 涤秽荡瑕, 荡涤瑕秽, 荡秽涤瑕
深谋远虑, 谋深虑远, 谋虑深远, 远虑深谋
肠肥满脑, 肠肥脑满, 肥肠满脑, 脑满肠肥
碎身粉骨, 碎骨粉身, 粉身碎骨, 粉骨碎身
钟鸣鼎食, 鸣钟食鼎, 鼎食钟鸣, 鼎食鸣钟
代李僵桃, 僵李代桃, 僵桃代李, 李代桃僵, 桃僵李代
发伏擿奸, 发奸擿伏, 发擿奸伏, 擿伏发奸, 擿奸发伏
前瞻后顾, 后顾前瞻, 瞻前顾后, 瞻顾前后, 顾后瞻前
只影单形, 形单影只, 形只影单, 影单形只, 影只形单
团花簇锦, 簇锦团花, 花团锦簇, 锦团花簇, 锦簇花团
国富民强, 国强民富, 富国强民, 强国富民, 民富国强
地平天成, 天平地成, 天成地平, 平地成天, 成天平地
地辟天开, 天地开辟, 天开地辟, 开天辟地, 辟地开天
天地经纬, 天经地纬, 纬地经天, 经天纬地, 经纬天地
宿水餐风, 水宿风餐, 风宿水餐, 风餐水宿, 餐风宿水
露宿风餐, 露餐风宿, 风餐露宿, 餐风宿露, 餐风露宿
山盟海誓, 海誓山盟, 盟山誓海, 誓山盟海, 誓海盟山
循规矩蹈, 循规蹈矩, 循蹈规矩, 蹈矩循规, 蹈规循矩
月闭花羞, 羞花闭月, 花闭月羞, 闭月羞花, 闭花羞月
目染耳濡, 目濡耳染, 耳染目濡, 耳濡目染, 耳目濡染
赴汤蹈火, 赴蹈汤火, 蹈汤赴火, 蹈火赴汤, 蹈赴汤火
泾浊渭清, 泾清渭浊, 浊泾清渭, 清渭浊泾, 渭浊泾清
温香软玉, 玉软香温, 软玉温香, 软香温玉, 香温玉软
灯红绿酒, 灯红酒绿, 红灯绿酒, 绿酒红灯, 酒绿灯红
亡国破家, 国亡家破, 国破家亡, 家亡国破, 破国亡家, 破家亡国
寸积铢累, 寸累铢积, 积铢累寸, 铢寸累积, 铢积寸累, 铢累寸积
布裙荆钗, 荆钗布裙, 荆钗裙布, 裙布荆钗, 裙布钗荆, 钗荆裙布
弓影杯蛇, 杯弓蛇影, 杯影蛇弓, 杯蛇弓影, 蛇影杯弓, 蛇杯弓影
牛马裾襟, 牛马襟裾, 裾马襟牛, 襟裾马牛, 马牛裾襟, 马牛襟裾
凿圆枘方, 凿枘圆方, 圆凿方枘, 方凿圆枘, 方枘圆凿, 枘凿方圆, 枘圆凿方
山河带砺, 带砺山河, 带砺河山, 河山带砺, 河带山砺, 砺山带河, 砺带河山
